,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
1605,Drive the Minister from her riding to the Montreal Airport.,2022-07-12,2022-07-12,Sherbrooke (quebec) Canada; Montréal (quebec) Canada,0.0,3.0,0.0,76.55,0.0,79.55,No conference fee
1606,Drive the Minister from her riding to the Montréal Airport.,2022-07-17,2022-07-17,Sherbrooke (quebec) Canada; Montréal (quebec) Canada,0.0,3.0,0.0,54.4,0.0,57.4,No conference fee
1608,"To accompany the Minister to ministerial announcements in Sherbrooke and Coaticook, Quebec.",2022-06-29,2022-06-30,Sherbrooke (quebec) Canada; Coaticook (quebec) Canada,0.0,195.36,118.98,120.6,0.0,434.94,No Conference Fees
1610,"To attend the meetings of Federal, Provincial and Territorial Ministers of Agriculture",2022-07-18,2022-07-23,Calgary (alberta) Canada; Saskatoon (saskatchewan) Canada,2042.48,0.0,732.59,207.5,0.0,2982.57,No Conference Fees
1650,Drive the Minister from the Montréal Airport to her riding,2022-09-30,2022-09-30,Montréal (quebec) Canada; Sherbrooke (quebec) Canada,0.0,3.0,0.0,54.4,0.0,57.4,No conference fee
1653,Drive the Minister from her riding to the Montréal Airport,2022-10-11,2022-10-11,Sherbrooke (quebec) Canada; Montréal (quebec) Canada,0.0,3.0,0.0,56.6,0.0,59.6,No conference fee
1654,Drive the Minister from the Montréal Airport to her riding,2022-10-14,2022-10-14,Montréal (quebec) Canada; Sherbrooke (quebec) Canada,0.0,3.0,0.0,45.85,0.0,48.85,No conference fee
1656,To attend a Prairies Outreach ,2022-10-04,2022-10-08,Calgary (alberta) Canada; Winnipeg (manitoba) Canada,1316.02,150.67,643.82,340.9,0.0,2451.41,No Conference Fees
1747,"To meet with the Minister of State at the Department for Environment, Food and Rural Affairs as well as Columbia's Minister of Agriculture and various members of the German Federal Ministry",2023-01-17,2023-01-22,"London (england) United Kingdom; Berlin, Germany",8273.54,0.0,511.2,694.92,0.0,9479.66,No conference fees
1750,"To support the Minister to meet with the Minister of State at the Department for Environment, Food and Rural Affairs as well as Columbia's Minister of Agriculture and various members of the German Federal Ministry",2023-01-16,2023-01-22,"London (england) United Kingdom; Berlin, Germany",2083.04,329.82,2511.78,938.71,0.0,5863.35,No conference fees
1751,"To support the Minister to meet with the Minister of State at the Department for Environment, Food and Rural Affairs as well as Columbia's Minister of Agriculture and various members of the German Federal Ministry",2023-01-16,2023-01-22,"London (england) United Kingdom; Berlin, Germany",2442.54,59.34,2455.8,938.71,0.0,5896.39,No conference fees
1759,To attend an Alberta and British Columbia Outreach,2023-01-23,2023-01-27,Edmonton (alberta) Canada; Vancouver (british Columbia) Canada,618.98,0.0,711.84,261.25,183.75,1775.82,Gala ticket purchased for event
1760,To support the Parliamentary Secretary at an Alberta and British Columbia Outreach,2023-01-23,2023-01-27,Edmonton (alberta) Canada; Vancouver (british Columbia) Canada,1198.19,159.2,711.84,261.25,183.75,2514.23,Gala ticket purchased for event
9141,Onboarding meetings in Calgary and attend the CAMPUT AGM in Halifax,2019-09-22,2019-10-01,"Calgary, Alberta, Canada & Halifax, Nova Scotia, Canada",1902.67,182.99,2362.02,822.1,0.0,5269.78,Some of the costs are being charged against relocation. Flight was amended because of change of destination and date. 
9203,"Ottawa, meetings with NRCan; St. John's, FORRI meeting",2020-02-04,2020-02-07,"Ottawa, Ontario, Canada ; St. John's, Newfoundland, Canada",1685.91,0.0,0.0,0.0,0.0,1685.91,Trip was cancelled
9208,Camput Montreal / IAMC TMX Committee Meeting  Victoria,2020-01-27,2020-01-30,"Montréal, Quebec; & Victoria, British Columbia, Canada",1383.58,261.39,479.98,394.0,24.72,2543.67,Internet on Flight
9218,TMX Detailed Route Hearings,2020-02-18,2020-02-20,"Edmonton, Alberta, Canada & Kamloops, British Columbia, Canada",1450.92,0.0,272.8,0.0,0.0,1723.72,"ER was submitted in 2parts
the flights + Hotel1 (Pat 1) and Hotel2 (Part2). Hearings in both locations were cancelled. However due to late cancallation, one night accommodation was still charged. Full airfare was still charged - credit not yet received"
9220,TMX Detailed Route Hearings,2020-02-18,2020-02-20,"Edmonton, Alberta, Canada & Kamloops, British Columbia, Canada",1477.38,0.0,278.4,0.0,0.0,1755.78,"Hearings in both locations were cancelled. However due to late cancallation, one night accommodation was still charged. Full airfare was still charged - credit not yet received"
20494,Visit to the University of Northern British Columbia for the announcement of the interim Scientific Director of the Institute of Indigenous Peoples' Health. Visit to the University of Saskatchewan in regards to the One Health workshop.,2022-06-01,2022-06-04,"Vancouver, British Colombia, Canada; Prince George, British Columbia, Canada; Saskatoon, Saskatchewan, Canada",4569.87,243.57,443.73,265.8,0.0,5522.97,Amended to add additional disputed charge for airfare
23379,Site Visits,2022-08-14,2022-08-16,Edmonton Institution & Edmonton Institution For Womem,1895.88,43.0,651.82,303.2,28.25,2922.15,other- STS HRG fee
24240,Supporting Minister Bennett with the Plenary remarks and questions and answers at British Columbia Joint Gathering; Tripartite Education Framework Agreement announcement with Minister Seamus O’Regan; Meeting with the Carrier Sekani Tribal Council and signing of letter of understanding; Meeting with youth delegates; Meeting with Musqueam; Meeting with First Nations Health Council; Meeting with W̱SÁNEĆ Leadership Council on Nation Rebuilding Funding and Signing of Letter of Understanding; Meeting with University of Victoria Indigenous Law Program students; Meeting with the Cowichan Tribes Chief and Council; Signing of the Cowichan Tribes Child and Family Services Letter of Understanding,2019-01-22,2019-01-25,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",2296.68,92.88,654.72,300.85,177.83,3522.96,To add hotel charge
31608,Pre-budget consultation tour,2020-01-14,2020-01-16,"Vancouver, British Columbia, Canada; Calgary, Alberta, Canada",4059.86,133.2,292.02,0.0,24.86,4509.94,Revised
31746,Trans Mountain Corporation site visits,2022-06-06,2022-06-10,"Calgary, Alberta, Canada; Kamloops, British Columbia, Canada",0.0,281.7,0.0,315.65,12.43,609.78,Airfare and lodging provided by Trans Mountain Corporation
31890,To support the Deputy Prime Minister and Minister of Finance with meetings and events,2023-02-05,2023-02-06,"Toronto, Ontario, Canada; Windsor, Ontario, Canada",1462.73,85.77,238.75,79.4,12.43,1879.08,"Airfare amount is net of a travel credit of $1,342.04"
32845,Cancelled trip - Credit has been issued for future trip ,2017-03-22,2017-03-25,"Windsor, Ontario, Canada; Hamilton, Ontario, Canada",238.49,0.0,0.0,0.0,0.0,238.49,Updated Information received in Q1 of 2017/18
32869,Accompany the Minister,2017-04-18,2017-04-20,"Québec, Quebec, Canada; Montréal, Quebec, Canada",430.08,40.89,378.44,0.0,0.0,849.41,Updated information received in Q2 of 2017/18
32911,Accompany the Minister,2017-03-22,2017-03-25,"Windsor, Ontario, Canada; Hamilton, Ontario, Canada",911.2,216.4,259.9,109.8,0.0,1497.3,Updated information received in Q2 of 2017/18
32931,Meetings with stakeholders,2017-03-22,2017-03-28,"Saint John, New Brunswick, Canada; Winnipeg, Manitoba, Canada; Vancouver, British Columbia, Canada; Halifax, Nova Scotia, Canada; Toronto, Ontario, Canada",4884.52,0.0,820.8,364.75,0.0,6070.07,The airfare amount is net of a travel credit of $336.88
32932,To attend the 61st Session of the United Nations Commission on the Status of Women; Meetings with stakeholders,2017-03-12,2017-03-14,"New York, United States; Toronto, Ontario, Canada",1356.65,0.0,496.46,248.47,0.0,2101.58,The airfare amount is net of a travel credit of $51.58
32939,Accompany the Minister,2017-03-22,2017-03-28,"Saint John, New Brunswick, Canada; Winnipeg, Manitoba, Canada; Vancouver, British Columbia, Canada; Halifax, Nova Scotia, Canada; Toronto, Ontario, Canada",3579.36,74.16,797.11,382.0,0.0,4832.63,The airfare amount is net of a travel credits of $659.78
33019,To attend the Transformation Workshop meetings,2017-02-23,2017-02-24,"Gatineau, Quebec, Canada; Ottawa, Ontario, Canada",0.0,247.21,185.06,177.2,0.0,609.47,Updated Information received in Q1 of 2017/18
33068,Site visits; To attend meetings,2017-06-18,2017-06-23,"St John's, Newfoundland, Canada; Halifax, Nova Scotia, Canada; Moncton, New Brunswick, Canada",2199.41,296.16,778.64,492.4,0.0,3766.61,Credit has been issued for future trip 
33080,To make various Employment and Social Development Canada funding announcements,2017-05-24,2017-05-27,"Vancouver, British Columbia, Canada; Kelowna, British Columbia, Canada",1307.19,0.0,741.52,289.4,0.0,2338.11,Updated information received in Q2 of 2017/18
33086,Accompany the Minister,2017-05-23,2017-05-27,"Vancouver, British Columbia, Canada; Kelowna, British Columbia, Canada",1631.38,53.1,1092.84,324.6,0.0,3101.92,Updated information received in Q2 of 2017/18
33090,Accompany the Minister,2017-05-18,2017-05-27,"Thunder Bay, Ontario, Canada; Vancouver, British Columbia, Canada; Kelowna, British Columbia, Canada",1897.18,42.26,741.52,532.85,0.0,3213.81,Updated information received in Q2 of 2017/18
33139,To attend meetings,2017-02-26,2017-03-03,"Ottawa, Ontario, Canada; Iqaluit, Nunavut, Canada",1411.95,213.0,1031.62,618.35,0.0,3274.92,Updated Information received in Q1 of 2017/18
33209,To attend regional meetings,2017-04-06,2017-04-08,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1563.91,128.0,151.13,196.9,0.0,2039.94,Updated information received in Q2 of 2017/18
33258,To accompany the minister to events,2016-10-11,2016-10-18,"Vancouver, British Columbia, Canada; Calgary, Alberta, Canada",495.94,110.82,255.98,88.36,35.66,986.76,New transaction captured only in Q4 2016-2017
33321,To attend the Cabinet retreat; To attend meetings and events,2016-08-20,2016-08-23,"Sudbury, Ontario, Canada; Toronto, Ontario, Canada",884.03,0.0,84.75,78.7,0.0,1047.48,Transaction captured in Q4 2016-2017 for previous period which were never disclosed in Open Canada 
33389,To attend the Learning Forum; To attend the Atlantic Federal Council meeting,2017-05-10,2017-05-13,"Ottawa, Ontario, Canada; Moncton, New Brunswick, Canada",1103.71,238.19,196.84,260.15,0.0,1798.89,Updated information received in Q2 of 2017/18
33424,To attend meetings,2017-05-15,2017-05-17,"Calgary, Alberta, Canada; Edmonton, Alberta, Canada",1758.88,161.4,390.5,215.1,0.0,2525.88,Updated information received in Q2 of 2017/18
33477,To make an announcement and take media interviews; To speak at United Food and Commercial Workers Canada National Convention,2017-08-27,2017-08-29,"Toronto, Ontario, Canada; Montréal, Quebec, Canada",1459.52,70.15,480.15,144.25,0.0,2154.07,Updated information received in Q3 of 2017/18
33478,"Meeting with Cabinet Committee Agenda, Results and Communications; To make a Skills Link announcement and to speak at various conferences",2017-08-22,2017-08-24,"Ottawa, Ontario, Canada; Montréal, Quebec, Canada",610.03,0.0,449.82,81.15,0.0,1141.0,Updated information received in Q3 of 2017/18
33491,Accompany the Minister,2017-08-27,2017-08-29,"Toronto, Ontario, Canada; Montréal, Quebec, Canada",628.49,124.0,480.15,225.4,0.0,1458.04,Updated information received in Q3 of 2017/18
33493,To speak at conferences on behalf of the Minister,2017-08-25,2017-08-28,"Charlottetown, Prince Edward Island, Canada; Saskatoon, Saskatchewan, Canada",1727.5,97.0,558.46,70.4,0.0,2453.36,Updated information received in Q3 of 2017/18
33539,Accompany the Minister,2017-03-22,2017-03-25,"Windsor, Ontario, Canada; Hamilton, Ontario, Canada",835.17,0.0,259.9,109.8,0.0,1204.87,Updated information received in Q2 of 2017/18
33541,Cancelled trip,2018-01-22,2018-01-25,"Winnipeg, Manitoba, Canada; Victoria, British Columbia, Canada",1437.96,0.0,0.0,0.0,0.0,1437.96,Updated information received in Q2 of 2018/19
33544,To make an announcement on the National Housing Strategy,2017-11-21,2017-11-23,"Vancouver, British Columbia, Canada; Montréal, Quebec, Canada",3288.71,35.0,389.93,123.35,0.0,3836.99,Updated information received in Q4 of 2017/18
33548,Cancelled trip,2017-10-24,2017-10-25,"Calgary, Alberta, Canada; Winnipeg, Manitoba, Canada; Montréal, Quebec, Canada",1298.04,0.0,0.0,0.0,0.0,1298.04,"Updated information received in Q4 of 2017/18

Credit has been issued for future trip "
33557,To Chair the Advisory Committee on Homelessness,2017-10-10,2017-10-13,"Montréal, Quebec, Canada; Québec, Quebec, Canada",1519.55,210.31,662.85,151.4,0.0,2544.11,Updated information received in Q4 of 2017/18
33559,To chair the Advisory Committee on Homelessness,2017-09-09,2017-09-12,"Vancouver, British Columbia, Canada; Yellowknife, Northwest Territories, Canada",1254.26,123.7,773.32,173.05,0.0,2324.33,Updated information received in Q4 of 2017/18
33560,Cancelled trip,2018-01-22,2018-01-25,"Winnipeg, Manitoba, Canada; Victoria, British Columbia, Canada",1246.21,0.0,0.0,0.0,0.0,1246.21,Credit has been issued for future trip 
33563,Accompany the Minister,2017-11-21,2017-11-23,"Vancouver, British Columbia, Canada; Montréal, Quebec, Canada",933.39,0.0,138.04,113.8,0.0,1185.23,"Updated information received in Q4 of 2017/18

The airfare amount is net of a travel credit of $847.49"
33565,Cancelled trip,2017-10-24,2017-10-25,"Calgary, Alberta, Canada; Winnipeg, Manitoba, Canada;",1343.01,0.0,0.0,0.0,0.0,1343.01,"Updated information received in Q4 of 2017/18

Credit has been issued for future trip "
33566,Accompany the Minister,2017-11-21,2017-11-23,"Vancouver, British Columbia, Canada; Montréal, Quebec, Canada",951.27,86.2,138.04,113.8,0.0,1289.31,Updated information received in Q4 of 2017/18
33568,Cancelled trip,2017-10-24,2017-10-25,"Calgary, Alberta, Canada; Winnipeg, Manitoba, Canada; Montréal, Quebec, Canada",1400.98,0.0,0.0,0.0,0.0,1400.98,"Updated information received in Q4 of 2017/18

Credit has been issued for future trip"
33575,Accompany the Minister,2017-11-22,2017-11-26,"Montréal, Quebec, Canada; Québec, Quebec, Canada",0.0,506.13,177.31,85.35,0.0,768.79,Updated information received in Q4 of 2017/18
33577,Cancelled trip,2018-01-22,2018-01-25,"Winnipeg, Manitoba, Canada; Victoria, British Columbia, Canada",1400.46,0.0,0.0,0.0,0.0,1400.46,Credit has been issued for future trip 
33579,Cancelled trip,2017-11-26,2017-11-28,"Halifax, Nova Scotia, Canada; St. John's, Newfoundland And Labrador, Canada",939.97,0.0,0.0,0.0,0.0,939.97,"Updated information received in Q4 of 2017/18

Credit has been issued for future trip "
33583,Accompany the Parliamentary Secretary; To attend meetings with stakeholders on Early Learning and Child Care Agreement,2017-11-22,2017-11-27,"Hamilton, Ontario, Canada; Toronto, Ontario, Canada; Halifax, Nova-scotia, Canada",1786.04,227.7,190.97,123.35,0.0,2328.06,Updated information received in Q4 of 2017/18
33593,To attend the Prince Edward Island Federation of Labour meeting; To attend meetings,2017-10-27,2017-10-29,"Charlottetown, Prince Edward Island, Canada; Toronto, Ontario, Canada",593.93,161.0,130.3,224.2,0.0,1109.43,Updated information received in Q4 of 2017/18
33605,To attend meetings,2017-09-27,2017-09-29,"Montréal, Quebec, Canada; Kuujjuaq, Quebec, Canada",3734.8,314.3,204.66,87.1,0.0,4340.86,Updated information received in Q4 of 2017/18
33613,Accompany the Minister,2017-08-31,2017-09-05,"Saskatoon, Saskatchewan, Canada; Vancouver, British Columbia, Canada",2279.95,129.65,1340.65,415.6,0.0,4165.85,Updated information received in Q4 of 2017/18
33620,Accompany the Minister,2017-07-10,2017-07-15,"Toronto, Ontario, Canada; Hamilton, Ontario, Canada; Mississauga, Ontario, Canada; London, Ontario, Canada; St.catharines, Ontario, Canada",536.22,424.2,827.67,405.75,0.0,2193.84,Updated information received in Q4 of 2017/18
33650,Site visits,2017-11-17,2017-11-21,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",4850.63,109.0,233.82,175.25,0.0,5368.7,Updated information received in Q4 of 2017/18
33660,To attend meetings,2017-10-16,2017-10-19,"Charlottetown, Prince Edward Island, Canada; Toronto, Ontario, Canada",808.85,0.0,0.0,0.0,0.0,808.85,Updated information received in Q4 of 2017/18
33689,To make an announcement on Early Learning and Child Care; Cabinet retreat,2018-01-09,2018-01-12,"Halifax, Nova Scotia, Canada; London, Ontario, Canada",2400.64,105.0,626.35,161.55,0.0,3293.54,Updated information received in Q1 of 2018/19
33690,Cancelled trip,2017-11-26,2017-11-28,"Halifax, Nova Scotia, Canada; St. John's, Newfoundland And Labrador, Canada",1265.47,0.0,0.0,0.0,0.0,1265.47,"Updated information received in Q1 of 2018/19

Credit has been issued for future trip "
33728,To attend meetings with the Canadian Federation of Independent Business,2018-02-07,2018-02-13,"Toronto, Ontario, Canada; Ottawa, Ontario, Canada",261.05,63.23,0.0,0.0,0.0,324.28,Updated information received in Q1 of 2018/19
33746,To make Budget 2018 announcements and for media events,2018-02-27,2018-03-08,"Winnipeg, Manitoba, Canada; Vancouver, British Columbia, Canada; Toronto, Ontario, Canada; Brampton, Ontario, Canada; Montréal, Quebec, Canada",3829.59,0.0,1483.69,578.55,16.59,5908.42,Updated information received in Q1 of 2018/19
33748,Cancelled trip,2018-02-16,2018-02-22,"Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Regina, Saskatchewan, Canada",829.23,0.0,0.0,0.0,0.0,829.23,"Credit has been issued for future trip

Updated information received in Q1 of 2018/19"
33750,To attend the Forum of Labour Market Ministers Conference; To attend events for Fall Economic Statement Western Tour,2017-10-23,2017-10-27,"Regina, Saskatchewan, Canada; Edmonton, Alberta, Canada; Vancouver, British Columbia, Canada",1912.83,0.0,854.82,273.35,0.0,3041.0,Updated information received in Q1 of 2018/19
33751,To meet with various stakeholders; To attend Roundtables; To meet with British Columbia counterpart; To make an announcement and participate in Labour Day events,2017-08-31,2017-09-05,"Saskatoon, Saskatchewan, Canada; Vancouver, British Columbia, Canada",1676.33,0.0,1340.65,369.65,0.0,3386.63,Updated information received in Q1 of 2018/19
33754,Accompany the Minister,2018-02-27,2018-03-02,"Winnipeg, Manitoba, Canada; Vancouver, British Columbia, Canada; Toronto, Ontario, Canada; London, Ontario, Canada",2147.0,90.12,674.84,256.05,0.0,3168.01,Updated information received in Q1 of 2018/19
33758,Accompany the Minister,2018-05-12,2018-05-15,"Vancouver, British Columbia, Canada; Winnipeg, Manitoba, Canada",579.68,104.59,386.82,221.75,0.0,1292.84,"The airfare amount is net of a travel credit of $1,062.34"
33760,Cancelled trip,2018-02-16,2018-02-22,"Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Regina, Saskatchewan, Canada",1586.74,0.0,0.0,0.0,0.0,1586.74,"Credit has been issued for future trip

Updated information received in Q1 of 2018/19"
33762,Accompany the Minister,2018-02-27,2018-03-04,"Winnipeg, Manitoba, Canada; Vancouver, British Columbia, Canada; Toronto, Ontario, Canada; London, Ontario, Canada",1796.3,122.63,674.84,341.4,0.0,2935.17,Updated information received in Q1 of 2018/19
33763,Cancelled trip,2018-02-16,2018-02-24,"Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Regina, Saskatchewan, Canada",332.98,0.0,0.0,0.0,0.0,332.98,"Credit has been issued for future trip

Updated information received in Q1 of 2018/19"
33799,To conduct interviews,2018-02-22,2018-03-01,"Edmonton, Alberta, Canada; Vancouver, British Columbia, Canada",1588.74,233.8,385.25,549.45,0.0,2757.24,Updated information received in Q1 of 2018/19
33834,To attend Regional Assistant Deputy Minister meeting,2018-02-12,2018-02-16,"Ottawa, Ontario, Canada; Québec, Quebec, Canada; Montréal, Quebec, Canada",2381.34,324.32,770.58,427.7,0.0,3903.94,Updated information received in Q1 of 2018/19
42621,To participate in the ABLE conference; To make Homelessness announcements; To meet with Stakeholders to discuss Housing and Poverty,2018-05-08,2018-05-11,"Vancouver, British Columbia, Canada; Victoria, British Colombia, Canada",2868.61,30.0,634.26,260.4,0.0,3793.27,Updated information received in Q2 of 2018/19
42623,To attend meetings; To make ministerial announcements,2018-04-03,2018-04-06,"Montréal, Quebec, Canada; Québec, Quebec, Canada",1089.34,44.0,196.35,134.7,0.0,1464.39,"Updated information received in Q2 of 2018/19

Credit has been issued for future trip "
42626,Accompany the Minister,2018-05-13,2018-05-16,"Montréal, Quebec, Canada; Québec, Quebec, Canada",0.0,544.45,515.58,154.4,0.0,1214.43,Updated information received in Q2 of 2018/19
42628,Accompany the Minister,2018-05-08,2018-05-11,"Vancouver, British Columbia, Canada; Victoria, British Colombia, Canada",1680.98,93.3,634.26,260.4,26.0,2694.94,Updated information received in Q2 of 2018/19
42634,Ministerial meetings; To attend the Canadian Economics Association Annual Conference,2018-05-31,2018-06-04,"Montréal, Quebec, Canada; Québec, Quebec, Canada",0.0,533.79,183.26,134.95,0.0,852.0,Updated information received in Q2 of 2018/19
42635,Accompany the Minister,2018-05-10,2018-05-21,"Montréal, Quebec, Canada; Québec, Quebec, Canada",0.0,821.54,0.0,0.0,0.0,821.54,Updated information received in Q2 of 2018/19
42638,Accompany the Minister,2018-03-13,2018-03-15,"Québec, Quebec, Canada; Montréal, Quebec, Canada; London, Ontario, Canada",1232.9,169.64,286.41,189.6,0.0,1878.55,Updated information received in Q2 of 2018/19
42656,To attend the Colleges and Institutes Canada conference,2018-04-29,2018-05-05,"Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada",1219.35,114.37,306.35,254.2,0.0,1894.27,Trip amendment from Q1 of 2018/19
42674,To make Canada Summer Jobs announcements,2018-05-13,2018-05-15,"Winnipeg, Manitoba, Canada; Vancouver, British Columbia, Canada",1647.44,41.8,425.24,221.75,0.0,2336.23,Updated information received in Q2 of 2018/19
42677,Cancelled trip,2018-04-10,2018-04-11,"Charlottetown, Prince Edward Island, Canada; Halifax, Nova Scotia, Canada",370.7,0.0,0.0,0.0,0.0,370.7,Updated information received in June 2019/20
42732,To attend Departmental meetings; To make announcements on Skills Partnership Fund and Canada Summer Jobs; To make site visits; To attend a roundtable,2018-07-22,2018-07-27,"Ottawa, Ontario, Canada; Manitoulin Island, Ontario, Canada; Sudbury, Ontario, Canada; North Bay, Ontario, Canada",1452.87,24.54,539.01,202.8,0.0,2219.22,Trip amendment from Q2 of 2018/19
42733,To attend the High-Level Political Forum on Sustainable Development; To make announcements,2018-07-15,2018-07-19,"New York, United States; Toronto, Ontario, Canada; Montréal, Quebec, Canada",1177.79,45.0,2029.05,522.56,0.0,3774.4,Updated information received in Q3 of 2018/19
42751,Accompany the Minister,2018-08-27,2018-08-29,"Brantford, Ontario, Canada; Waterloo, Ontario, Canada; London, Ontario, Canada; Windsor, Ontario, Canada",796.99,454.08,300.58,173.35,0.0,1725.0,Updated information received in Q3 of 2018/19
42763,Accompany the Minister,2018-08-14,2018-08-17,"Vancouver, British Columbia, Canada; Edmonton, Alberta, Canada; Winnipeg, Manitoba, Canada",2295.56,459.72,654.98,308.55,0.0,3718.81,Updated information received in Q3 of 2018/19
42765,Accompany the Minister,2018-05-08,2018-05-11,"Vancouver, British Columbia, Canada; Victoria, British Colombia, Canada",1575.89,0.0,634.26,260.4,0.0,2470.55,Updated information received in Q3 of 2018/19
42770,Accompany the Minister,2018-08-27,2018-08-29,"Brantford, Ontario, Canada; Waterloo, Ontario, Canada; London, Ontario, Canada; Windsor, Ontario, Canada",598.58,128.83,300.58,67.6,0.0,1095.59,Updated information received in Q3 of 2018/19
42799,To attend meeting with regional staff,2018-11-28,2018-11-30,"Winnipeg, Manitoba, Canada; Vancouver, British Columbia, Canada",1127.19,134.07,562.12,272.2,96.9,2192.48,Updated information received in Q3 of 2018/19
42809,To attend Workforce Development Committee meetings,2018-11-06,2018-11-08,"Yellowknife, Northwest Territories, Canada; Victoria, British Columbia, Canada",2159.69,182.14,578.42,379.75,0.0,3300.0,Updated information received in Q1 of 2019/20
42831,Accompany the Minister,2018-08-23,2018-08-25,"Kelowna, British Columbia, Canada; Vancouver, British Columbia, Canada",2313.53,138.37,1073.57,260.4,0.0,3785.87,Trip amendment from Q2 of 2018/19
